"country","region","region_code","start_date","end_date","days","year","month","population","total_deaths","covid_deaths","expected_deaths","excess_deaths","non_covid_deaths","covid_deaths_per_100k","excess_deaths_per_100k","excess_deaths_pct_change","total_deaths_per_7_days","covid_deaths_per_7_days","expected_deaths_per_7_days","excess_deaths_per_7_days","non_covid_deaths_per_7_days","covid_deaths_per_100k_per_7_days","excess_deaths_per_100k_per_7_days"
"Uzbekistan","Uzbekistan","0","2020-01-01","2020-01-31",31,2020,"1",33570609,11136,0,10482.4824674633,653.517532536678,11136,0,1.94669549347966,0.0623437753952976,2514.58064516129,0,2367.01217007236,147.568475088927,2514.58064516129,0,0.439576401753472
"Uzbekistan","Uzbekistan","0","2020-02-01","2020-02-29",29,2020,"2",33570609,13693,0,13874.2837138021,-181.283713802104,13693,0,-0.54000722418263,-0.0130661674174763,3305.20689655172,0,3348.96503436603,-43.758137814301,3305.20689655172,0,-0.130346571354428
"Uzbekistan","Uzbekistan","0","2020-03-01","2020-03-31",31,2020,"3",33570609,12633,2,13634.378960956,-1001.378960956,12631,0.0059575922498159,-2.98290376846008,-0.0734451465536928,2852.61290322581,0.451612903225806,3078.7307331191,-226.11782989329,2852.16129032258,0.00134526276608746,-0.673558915458728
"Uzbekistan","Uzbekistan","0","2020-04-01","2020-04-30",30,2020,"4",33570609,11613,7,13185.3989944736,-1572.39899447355,11606,0.0208515728743557,-4.68385603154698,-0.119253046125688,2709.7,1.63333333333333,3076.5930987105,-366.893098710496,2708.06666666667,0.00486536700401632,-1.0928997406943
"Uzbekistan","Uzbekistan","0","2020-05-01","2020-05-31",31,2020,"5",33570609,11792,6,13066.378960956,-1274.378960956,11786,0.0178727767494477,-3.79611511055996,-0.0975311495835234,2662.70967741935,1.35483870967742,2950.47266860297,-287.762991183614,2661.35483870968,0.00403578829826239,-0.857187283029669
"Uzbekistan","Uzbekistan","0","2020-06-01","2020-06-30",30,2020,"6",33570609,13787,11,12329.3989944736,1457.60100552645,13776,0.0327667573739875,4.34189622692412,0.118221578049327,3216.96666666667,2.56666666666667,2876.85976537716,340.106901289505,3214.4,0.00764557672059707,1.01310911961563
"Uzbekistan","Uzbekistan","0","2020-07-01","2020-07-31",31,2020,"7",33570609,17345,115,13904.778960956,3440.221039044,17230,0.342561554364414,10.2477170999311,0.247412853430032,3916.61290322581,25.9677419354839,3139.78879763523,776.82410559058,3890.64516129032,0.0773526090500291,2.31400063546831
"Uzbekistan","Uzbekistan","0","2020-08-01","2020-08-31",31,2020,"8",33570609,20706,179,12425.778960956,8280.221039044,20527,0.533204506358523,24.6650903444855,0.666374403171175,4675.54838709677,40.4193548387097,2805.82105569974,1869.72733139703,4635.12903225806,0.120401017564828,5.56953652939996
"Uzbekistan","Uzbekistan","0","2020-09-01","2020-09-30",30,2020,"9",33570609,13161,150,11024.5989944736,2136.40100552645,13011,0.446819418736193,6.36390303651164,0.193784917401294,3070.9,35,2572.40643204383,498.493567956172,3035.9,0.104257864371778,1.48491070851938
"Uzbekistan","Uzbekistan","0","2020-10-01","2020-10-31",31,2020,"10",33570609,15629,96,12090.778960956,3538.221039044,15533,0.285964427991163,10.539639120172,0.292637972331622,3529.12903225806,21.6774193548387,2730.17589440942,798.953137848645,3507.45161290323,0.0645726127721982,2.37991851100659
"Uzbekistan","Uzbekistan","0","2020-11-01","2020-11-30",30,2020,"11",33570609,14204,44,12997.7989944735,1206.20100552645,14160,0.13106702949595,3.59302688112227,0.0928004045946018,3314.26666666667,10.2666666666667,3032.81976537716,281.446901289506,3304,0.0305823068823883,0.83837293892853
"Uzbekistan","Uzbekistan","0","2020-12-01","2020-12-31",31,2020,"12",33570609,19938,4,18909.378960956,1028.621039044,19934,0.0119151844996318,3.06405236510306,0.0543973993629241,4502.12903225806,0.903225806451613,4269.85976537716,232.269266880903,4501.22580645161,0.00269052553217492,0.691882792120045
