"country","region","region_code","start_date","end_date","days","year","month","population","total_deaths","covid_deaths","expected_deaths"
"El Salvador","El Salvador",0,"2015-01-01","2015-01-31",31,2015,1,6336393,4361,0,"TBC"
"El Salvador","El Salvador",0,"2015-02-01","2015-02-28",28,2015,2,6336393,2957,0,"TBC"
"El Salvador","El Salvador",0,"2015-03-01","2015-03-31",31,2015,3,6336393,3078,0,"TBC"
"El Salvador","El Salvador",0,"2015-04-01","2015-04-30",30,2015,4,6336393,3395,0,"TBC"
"El Salvador","El Salvador",0,"2015-05-01","2015-05-31",31,2015,5,6336393,3479,0,"TBC"
"El Salvador","El Salvador",0,"2015-06-01","2015-06-30",30,2015,6,6336393,3843,0,"TBC"
"El Salvador","El Salvador",0,"2015-07-01","2015-07-31",31,2015,7,6336393,4062,0,"TBC"
"El Salvador","El Salvador",0,"2015-08-01","2015-08-31",31,2015,8,6336393,3629,0,"TBC"
"El Salvador","El Salvador",0,"2015-09-01","2015-09-30",30,2015,9,6336393,3757,0,"TBC"
"El Salvador","El Salvador",0,"2015-10-01","2015-10-31",31,2015,10,6336393,3699,0,"TBC"
"El Salvador","El Salvador",0,"2015-11-01","2015-11-30",30,2015,11,6336393,3727,0,"TBC"
"El Salvador","El Salvador",0,"2015-12-01","2015-12-31",31,2015,12,6336393,3080,0,"TBC"
"El Salvador","El Salvador",0,"2016-01-01","2016-01-31",31,2016,1,6336393,4604,0,"TBC"
"El Salvador","El Salvador",0,"2016-02-01","2016-02-29",29,2016,2,6336393,3706,0,"TBC"
"El Salvador","El Salvador",0,"2016-03-01","2016-03-31",31,2016,3,6336393,3470,0,"TBC"
"El Salvador","El Salvador",0,"2016-04-01","2016-04-30",30,2016,4,6336393,3550,0,"TBC"
"El Salvador","El Salvador",0,"2016-05-01","2016-05-31",31,2016,5,6336393,3680,0,"TBC"
"El Salvador","El Salvador",0,"2016-06-01","2016-06-30",30,2016,6,6336393,3412,0,"TBC"
"El Salvador","El Salvador",0,"2016-07-01","2016-07-31",31,2016,7,6336393,3209,0,"TBC"
"El Salvador","El Salvador",0,"2016-08-01","2016-08-31",31,2016,8,6336393,3427,0,"TBC"
"El Salvador","El Salvador",0,"2016-09-01","2016-09-30",30,2016,9,6336393,3210,0,"TBC"
"El Salvador","El Salvador",0,"2016-10-01","2016-10-31",31,2016,10,6336393,3368,0,"TBC"
"El Salvador","El Salvador",0,"2016-11-01","2016-11-30",30,2016,11,6336393,3258,0,"TBC"
"El Salvador","El Salvador",0,"2016-12-01","2016-12-31",31,2016,12,6336393,2565,0,"TBC"
"El Salvador","El Salvador",0,"2017-01-01","2017-01-31",31,2017,1,6336393,4075,0,"TBC"
"El Salvador","El Salvador",0,"2017-02-01","2017-02-28",28,2017,2,6336393,2947,0,"TBC"
"El Salvador","El Salvador",0,"2017-03-01","2017-03-31",31,2017,3,6336393,3466,0,"TBC"
"El Salvador","El Salvador",0,"2017-04-01","2017-04-30",30,2017,4,6336393,2971,0,"TBC"
"El Salvador","El Salvador",0,"2017-05-01","2017-05-31",31,2017,5,6336393,3595,0,"TBC"
"El Salvador","El Salvador",0,"2017-06-01","2017-06-30",30,2017,6,6336393,4144,0,"TBC"
"El Salvador","El Salvador",0,"2017-07-01","2017-07-31",31,2017,7,6336393,4080,0,"TBC"
"El Salvador","El Salvador",0,"2017-08-01","2017-08-31",31,2017,8,6336393,3483,0,"TBC"
"El Salvador","El Salvador",0,"2017-09-01","2017-09-30",30,2017,9,6336393,3157,0,"TBC"
"El Salvador","El Salvador",0,"2017-10-01","2017-10-31",31,2017,10,6336393,3635,0,"TBC"
"El Salvador","El Salvador",0,"2017-11-01","2017-11-30",30,2017,11,6336393,3488,0,"TBC"
"El Salvador","El Salvador",0,"2017-12-01","2017-12-31",31,2017,12,6336393,2669,0,"TBC"
"El Salvador","El Salvador",0,"2018-01-01","2018-01-31",31,2018,1,6336393,4474,0,"TBC"
"El Salvador","El Salvador",0,"2018-02-01","2018-02-28",28,2018,2,6336393,3201,0,"TBC"
"El Salvador","El Salvador",0,"2018-03-01","2018-03-31",31,2018,3,6336393,2723,0,"TBC"
"El Salvador","El Salvador",0,"2018-04-01","2018-04-30",30,2018,4,6336393,3875,0,"TBC"
"El Salvador","El Salvador",0,"2018-05-01","2018-05-31",31,2018,5,6336393,3677,0,"TBC"
"El Salvador","El Salvador",0,"2018-06-01","2018-06-30",30,2018,6,6336393,3447,0,"TBC"
"El Salvador","El Salvador",0,"2018-07-01","2018-07-31",31,2018,7,6336393,4015,0,"TBC"
"El Salvador","El Salvador",0,"2018-08-01","2018-08-31",31,2018,8,6336393,3456,0,"TBC"
"El Salvador","El Salvador",0,"2018-09-01","2018-09-30",30,2018,9,6336393,3235,0,"TBC"
"El Salvador","El Salvador",0,"2018-10-01","2018-10-31",31,2018,10,6336393,3891,0,"TBC"
"El Salvador","El Salvador",0,"2018-11-01","2018-11-30",30,2018,11,6336393,3267,0,"TBC"
"El Salvador","El Salvador",0,"2018-12-01","2018-12-31",31,2018,12,6336393,2303,0,"TBC"
"El Salvador","El Salvador",0,"2019-01-01","2019-01-31",31,2019,1,6336393,4478,0,"TBC"
"El Salvador","El Salvador",0,"2019-02-01","2019-02-28",28,2019,2,6336393,3236,0,"TBC"
"El Salvador","El Salvador",0,"2019-03-01","2019-03-31",31,2019,3,6336393,3564,0,"TBC"
"El Salvador","El Salvador",0,"2019-04-01","2019-04-30",30,2019,4,6336393,3522,0,"TBC"
"El Salvador","El Salvador",0,"2019-05-01","2019-05-31",31,2019,5,6336393,3814,0,"TBC"
"El Salvador","El Salvador",0,"2019-06-01","2019-06-30",30,2019,6,6336393,3477,0,"TBC"
"El Salvador","El Salvador",0,"2019-07-01","2019-07-31",31,2019,7,6336393,4005,0,"TBC"
"El Salvador","El Salvador",0,"2019-08-01","2019-08-31",31,2019,8,6336393,3386,0,"TBC"
"El Salvador","El Salvador",0,"2019-09-01","2019-09-30",30,2019,9,6336393,3729,0,"TBC"
"El Salvador","El Salvador",0,"2019-10-01","2019-10-31",31,2019,10,6336393,4201,0,"TBC"
"El Salvador","El Salvador",0,"2019-11-01","2019-11-30",30,2019,11,6336393,3394,0,"TBC"
"El Salvador","El Salvador",0,"2019-12-01","2019-12-31",31,2019,12,6336393,2505,0,"TBC"
"El Salvador","El Salvador",0,"2020-01-01","2020-01-31",31,2020,1,6336393,4545,0,"TBC"
"El Salvador","El Salvador",0,"2020-02-01","2020-02-29",29,2020,2,6336393,3102,0,"TBC"
"El Salvador","El Salvador",0,"2020-03-01","2020-03-31",31,2020,3,6336393,2610,1,"TBC"
"El Salvador","El Salvador",0,"2020-04-01","2020-04-30",30,2020,4,6336393,1906,9,"TBC"
"El Salvador","El Salvador",0,"2020-05-01","2020-05-31",31,2020,5,6336393,2082,36,"TBC"
"El Salvador","El Salvador",0,"2020-06-01","2020-06-30",30,2020,6,6336393,5930,128,"TBC"
