"country","region","region_code","start_date","end_date","days","year","week","population","total_deaths","covid_deaths","expected_deaths"
"Canada","Canada",0,"2014-12-29","2015-01-04",7,2015,1,38067913,6235,0,"TBC"
"Canada","Canada",0,"2015-01-05","2015-01-11",7,2015,2,38067913,6255,0,"TBC"
"Canada","Canada",0,"2015-01-12","2015-01-18",7,2015,3,38067913,6190,0,"TBC"
"Canada","Canada",0,"2015-01-19","2015-01-25",7,2015,4,38067913,6045,0,"TBC"
"Canada","Canada",0,"2015-01-26","2015-02-01",7,2015,5,38067913,5685,0,"TBC"
"Canada","Canada",0,"2015-02-02","2015-02-08",7,2015,6,38067913,5745,0,"TBC"
"Canada","Canada",0,"2015-02-09","2015-02-15",7,2015,7,38067913,5655,0,"TBC"
"Canada","Canada",0,"2015-02-16","2015-02-22",7,2015,8,38067913,5535,0,"TBC"
"Canada","Canada",0,"2015-02-23","2015-03-01",7,2015,9,38067913,5535,0,"TBC"
"Canada","Canada",0,"2015-03-02","2015-03-08",7,2015,10,38067913,5555,0,"TBC"
"Canada","Canada",0,"2015-03-09","2015-03-15",7,2015,11,38067913,5415,0,"TBC"
"Canada","Canada",0,"2015-03-16","2015-03-22",7,2015,12,38067913,5330,0,"TBC"
"Canada","Canada",0,"2015-03-23","2015-03-29",7,2015,13,38067913,5255,0,"TBC"
"Canada","Canada",0,"2015-03-30","2015-04-05",7,2015,14,38067913,5260,0,"TBC"
"Canada","Canada",0,"2015-04-06","2015-04-12",7,2015,15,38067913,5055,0,"TBC"
"Canada","Canada",0,"2015-04-13","2015-04-19",7,2015,16,38067913,5265,0,"TBC"
"Canada","Canada",0,"2015-04-20","2015-04-26",7,2015,17,38067913,5120,0,"TBC"
"Canada","Canada",0,"2015-04-27","2015-05-03",7,2015,18,38067913,5050,0,"TBC"
"Canada","Canada",0,"2015-05-04","2015-05-10",7,2015,19,38067913,5070,0,"TBC"
"Canada","Canada",0,"2015-05-11","2015-05-17",7,2015,20,38067913,4955,0,"TBC"
"Canada","Canada",0,"2015-05-18","2015-05-24",7,2015,21,38067913,4830,0,"TBC"
"Canada","Canada",0,"2015-05-25","2015-05-31",7,2015,22,38067913,4865,0,"TBC"
"Canada","Canada",0,"2015-06-01","2015-06-07",7,2015,23,38067913,4625,0,"TBC"
"Canada","Canada",0,"2015-06-08","2015-06-14",7,2015,24,38067913,4685,0,"TBC"
"Canada","Canada",0,"2015-06-15","2015-06-21",7,2015,25,38067913,4625,0,"TBC"
"Canada","Canada",0,"2015-06-22","2015-06-28",7,2015,26,38067913,4660,0,"TBC"
"Canada","Canada",0,"2015-06-29","2015-07-05",7,2015,27,38067913,4610,0,"TBC"
"Canada","Canada",0,"2015-07-06","2015-07-12",7,2015,28,38067913,4625,0,"TBC"
"Canada","Canada",0,"2015-07-13","2015-07-19",7,2015,29,38067913,4575,0,"TBC"
"Canada","Canada",0,"2015-07-20","2015-07-26",7,2015,30,38067913,4550,0,"TBC"
"Canada","Canada",0,"2015-07-27","2015-08-02",7,2015,31,38067913,4730,0,"TBC"
"Canada","Canada",0,"2015-08-03","2015-08-09",7,2015,32,38067913,4520,0,"TBC"
"Canada","Canada",0,"2015-08-10","2015-08-16",7,2015,33,38067913,4515,0,"TBC"
"Canada","Canada",0,"2015-08-17","2015-08-23",7,2015,34,38067913,4635,0,"TBC"
"Canada","Canada",0,"2015-08-24","2015-08-30",7,2015,35,38067913,4600,0,"TBC"
"Canada","Canada",0,"2015-08-31","2015-09-06",7,2015,36,38067913,4665,0,"TBC"
"Canada","Canada",0,"2015-09-07","2015-09-13",7,2015,37,38067913,4600,0,"TBC"
"Canada","Canada",0,"2015-09-14","2015-09-20",7,2015,38,38067913,4735,0,"TBC"
"Canada","Canada",0,"2015-09-21","2015-09-27",7,2015,39,38067913,4785,0,"TBC"
"Canada","Canada",0,"2015-09-28","2015-10-04",7,2015,40,38067913,4880,0,"TBC"
"Canada","Canada",0,"2015-10-05","2015-10-11",7,2015,41,38067913,5025,0,"TBC"
"Canada","Canada",0,"2015-10-12","2015-10-18",7,2015,42,38067913,5080,0,"TBC"
"Canada","Canada",0,"2015-10-19","2015-10-25",7,2015,43,38067913,5045,0,"TBC"
"Canada","Canada",0,"2015-10-26","2015-11-01",7,2015,44,38067913,5025,0,"TBC"
"Canada","Canada",0,"2015-11-02","2015-11-08",7,2015,45,38067913,4955,0,"TBC"
"Canada","Canada",0,"2015-11-09","2015-11-15",7,2015,46,38067913,5040,0,"TBC"
"Canada","Canada",0,"2015-11-16","2015-11-22",7,2015,47,38067913,5050,0,"TBC"
"Canada","Canada",0,"2015-11-23","2015-11-29",7,2015,48,38067913,4970,0,"TBC"
"Canada","Canada",0,"2015-11-30","2015-12-06",7,2015,49,38067913,5175,0,"TBC"
"Canada","Canada",0,"2015-12-07","2015-12-13",7,2015,50,38067913,5270,0,"TBC"
